user_id,experiment_viewed_ga_first_binary,experiment_ga,variation_ga,device_category_ga,experiment_assignment_hubspot_binary,experiment_hubspot,variation_hubspot,application_started_first_binary,form_interaction_first_binary,application_first_binary,lead_first_binary,interview_first_binary,admitted_first_binary,financing_confirmed_first_binary
400c2621-cd7c-46de-a1d9-f1e498572590,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
99396650-ca20-424d-9419-34d695c8aeda,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
854d94b6-d3a7-4866-853c-cb185f95f76a,1,chatbot,True,desktop,0,,,0,0,0,0,0,0,0
9c5ac11e-e7c7-4f3a-8be1-115680bf563a,1,chatbot,False,desktop,0,,,0,0,0,0,0,0,0
4cbc18ae-1bcb-465a-91af-a0a367ec986f,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
546fae5b-d59a-492c-8f28-3f9993b410f7,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
8db01bfa-d386-42ca-9802-96328b244e1b,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
f4ae137d-c930-422b-bf0b-82f577b7417c,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
e1a81c87-1d86-4240-ae87-bd4b060d5904,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
d69b664d-b394-47f9-90b8-a7c984d17905,1,chatbot,True,desktop,0,,,1,1,1,0,0,0,0
6275fbd1-871d-477f-9bc4-fba3aaf5fa2d,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
7c6beafa-eeca-48ab-aefd-a34341df31e4,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
325f6425-76fe-4223-affd-3802bee10fdf,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
3e99438b-f2f6-4bb7-b396-75906ffbbaf7,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
15cb2559-ff63-487d-a703-cdc4ac6952a5,1,chatbot,False,desktop,0,,,1,1,1,0,0,0,0
31141ea5-8319-446e-bed9-80964182a435,1,chatbot,True,desktop,0,,,1,1,1,0,0,0,0
dc8d7a06-34bf-47e4-9f11-f56cee0b0b0b,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
0c5f7c4a-745e-4693-ab80-fedd37e237d7,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
a0ce954d-0ddc-4df7-9bae-e1b6520094b2,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
fef43ccb-6e2d-4cd6-b93b-6a83c2115fee,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
8baa3ed3-4dba-4190-8794-ae058166a8f5,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
e1b43f42-bb2b-48db-9060-8d7390f23431,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
c15b02c4-59f6-4298-9d0c-ff3130688883,1,chatbot,True,mobile,1,chatbot,True,0,1,1,1,0,0,0
7716e6dc-af46-40ad-9ed0-6a9ac6a0fd08,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
7c0351d3-bcd9-49e4-a896-3819917e25e0,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
e87439b4-3cc3-4ad7-9eb0-8023377a03cd,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
